epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,397.175,1.95645,1.36354,1.20998,0.62748,0.64449,0.67321,0.28145,1.98297,1.3687,1.36423,0.000911,0.000911,0.000911
57,403.885,1.87516,1.31164,1.18318,0.64236,0.73408,0.69123,0.27891,1.9853,1.42128,1.36493,0.0008912,0.0008912,0.0008912
58,410.721,1.8162,1.18592,1.18695,0.7288,0.71304,0.70874,0.2975,1.92468,1.33592,1.36447,0.0008714,0.0008714,0.0008714
59,417.561,1.79757,1.18244,1.16746,0.67959,0.70435,0.7056,0.28707,2.02881,1.34439,1.37971,0.0008516,0.0008516,0.0008516
60,424.375,1.80479,1.1924,1.1547,0.65851,0.68696,0.71925,0.30051,1.94791,1.41858,1.32718,0.0008318,0.0008318,0.0008318
61,431.243,1.74144,1.15856,1.15291,0.72507,0.71304,0.68905,0.29343,1.93377,1.26312,1.31931,0.000812,0.000812,0.000812
62,438.026,1.81022,1.20175,1.16069,0.65352,0.61739,0.65528,0.27473,2.02568,1.4054,1.35357,0.0007922,0.0007922,0.0007922
63,444.877,1.77715,1.19275,1.16795,0.66608,0.64348,0.65761,0.26635,2.07137,1.47519,1.37066,0.0007724,0.0007724,0.0007724
64,451.765,1.76045,1.15894,1.20024,0.73013,0.70435,0.67075,0.27504,2.02325,1.40783,1.37428,0.0007526,0.0007526,0.0007526
65,458.508,1.7878,1.28349,1.1874,0.6853,0.6817,0.66782,0.28182,2.03102,1.43221,1.36207,0.0007328,0.0007328,0.0007328
66,465.379,1.80583,1.14647,1.17111,0.70353,0.66031,0.69281,0.31174,1.93051,1.35145,1.34643,0.000713,0.000713,0.000713
67,474.294,1.75419,1.20146,1.16467,0.77046,0.70435,0.75583,0.31758,1.95173,1.37455,1.34045,0.0006932,0.0006932,0.0006932
68,480.975,1.75523,1.22051,1.13436,0.71013,0.70302,0.72938,0.31137,1.96228,1.32312,1.32275,0.0006734,0.0006734,0.0006734
69,487.623,1.72723,1.15821,1.14856,0.73649,0.68696,0.71793,0.29512,1.98335,1.39969,1.3412,0.0006536,0.0006536,0.0006536
70,494.343,1.68983,1.13343,1.15155,0.7001,0.66087,0.69599,0.27578,2.0292,1.35949,1.37268,0.0006338,0.0006338,0.0006338
71,501.132,1.74828,1.14378,1.14662,0.7397,0.69565,0.73308,0.27972,1.92312,1.22844,1.359,0.000614,0.000614,0.000614
72,507.849,1.77568,1.13934,1.18376,0.77089,0.66957,0.70719,0.26821,1.96612,1.21462,1.36543,0.0005942,0.0005942,0.0005942
73,516.539,1.75717,1.15273,1.16706,0.77048,0.68696,0.76249,0.30376,1.96557,1.24871,1.36433,0.0005744,0.0005744,0.0005744
74,523.32,1.67798,1.11852,1.1172,0.72314,0.63478,0.7661,0.30671,2.06582,1.19661,1.38165,0.0005546,0.0005546,0.0005546
75,529.981,1.73078,1.13194,1.16547,0.70808,0.73043,0.71816,0.29514,1.89473,1.34924,1.3386,0.0005348,0.0005348,0.0005348
76,536.854,1.70328,1.13974,1.14123,0.7169,0.75652,0.76187,0.3012,1.91889,1.25645,1.32989,0.000515,0.000515,0.000515
77,543.594,1.75952,1.16075,1.19228,0.76317,0.67826,0.75234,0.31342,1.87805,1.23076,1.33367,0.0004952,0.0004952,0.0004952
78,550.373,1.71385,1.05429,1.15194,0.74567,0.71385,0.76946,0.32735,1.99951,1.19763,1.37873,0.0004754,0.0004754,0.0004754
79,557.211,1.70199,1.06584,1.14146,0.78457,0.72839,0.76715,0.31204,2.00114,1.15642,1.39067,0.0004556,0.0004556,0.0004556
80,563.996,1.63499,1.06479,1.10895,0.7085,0.66957,0.69914,0.28535,2.02704,1.12522,1.42816,0.0004358,0.0004358,0.0004358
81,570.789,1.61016,1.01179,1.08968,0.74141,0.73043,0.73347,0.29399,2.01768,1.11392,1.41804,0.000416,0.000416,0.000416
82,579.735,1.62462,1.06993,1.11348,0.77261,0.69565,0.74139,0.30896,2.01907,1.09975,1.41322,0.0003962,0.0003962,0.0003962
83,586.574,1.66258,1.04728,1.11734,0.71665,0.73043,0.73321,0.3048,2.07083,1.23015,1.44903,0.0003764,0.0003764,0.0003764
84,593.373,1.66527,1.05798,1.12048,0.75899,0.71304,0.74392,0.29859,2.03897,1.13403,1.4216,0.0003566,0.0003566,0.0003566
85,600.073,1.6119,1.0337,1.10655,0.72021,0.67826,0.70507,0.31097,1.92825,1.23895,1.37925,0.0003368,0.0003368,0.0003368
86,606.805,1.58519,1.02651,1.09114,0.75114,0.65617,0.70864,0.29147,1.97025,1.21193,1.37489,0.000317,0.000317,0.000317
87,613.599,1.67023,1.0445,1.11043,0.78409,0.70435,0.75903,0.29537,1.98385,1.2079,1.36697,0.0002972,0.0002972,0.0002972
88,620.316,1.60546,0.98129,1.09132,0.81893,0.68696,0.75732,0.30854,2.0143,1.22557,1.39233,0.0002774,0.0002774,0.0002774
89,627.181,1.56621,0.97664,1.08417,0.78998,0.71304,0.76128,0.31579,1.98418,1.2328,1.4045,0.0002576,0.0002576,0.0002576
90,634.263,1.5658,1.01551,1.09139,0.72632,0.71542,0.7531,0.32134,1.98927,1.18899,1.40537,0.0002378,0.0002378,0.0002378
1,10.553,2.79971,7.47501,1.56514,0.00132,0.45217,0.00148,0.00043,2.27156,5.79833,1.40524,0.00056,0.00056,0.00056
2,17.1477,2.44852,4.97419,1.41816,0.00226,0.77391,0.08021,0.01758,2.00372,4.83463,1.32371,0.00112871,0.00112871,0.00112871
3,23.5893,2.24211,3.91016,1.32871,0.50681,0.08696,0.28671,0.11114,2.03669,3.25202,1.35058,0.00168594,0.00168594,0.00168594
4,29.9116,2.30502,3.62353,1.36048,0.37248,0.351,0.31542,0.12649,2.11783,2.67713,1.42933,0.0019406,0.0019406,0.0019406
5,36.2716,2.33205,2.79701,1.38587,0.36742,0.52529,0.39782,0.14488,2.27458,2.37693,1.57384,0.0019208,0.0019208,0.0019208
6,42.8146,2.28952,2.72285,1.35399,0.22075,0.35473,0.15229,0.04096,3.00777,2.73298,1.8827,0.001901,0.001901,0.001901
7,49.3705,2.27149,2.45208,1.32925,0.20378,0.44348,0.17765,0.05022,2.78002,2.42332,1.76629,0.0018812,0.0018812,0.0018812
8,56.046,2.20998,2.1039,1.352,0.5345,0.44348,0.44878,0.16398,1.96028,2.43297,1.35868,0.0018614,0.0018614,0.0018614
9,62.8677,2.17818,1.93042,1.3194,0.51349,0.52174,0.47818,0.19466,2.00682,1.5897,1.37079,0.0018416,0.0018416,0.0018416
10,69.636,2.23474,1.92202,1.34319,0.46785,0.53043,0.42388,0.1573,1.98664,1.64515,1.35356,0.0018218,0.0018218,0.0018218
11,76.3373,2.25709,1.9344,1.34429,0.39122,0.73762,0.39179,0.16003,1.98001,1.63502,1.3411,0.001802,0.001802,0.001802
12,83.0941,2.23582,1.81517,1.34357,0.38557,0.68696,0.41443,0.17205,2.03922,1.54325,1.36704,0.0017822,0.0017822,0.0017822
13,89.7628,2.15819,1.70449,1.32581,0.38598,0.72153,0.47869,0.19194,1.91876,1.40915,1.3322,0.0017624,0.0017624,0.0017624
14,96.4591,2.14147,1.77195,1.30329,0.4733,0.60949,0.48189,0.19727,1.98804,1.43909,1.3573,0.0017426,0.0017426,0.0017426
15,103.019,2.10527,1.66595,1.29828,0.39063,0.50435,0.37137,0.15994,2.04322,1.64546,1.40047,0.0017228,0.0017228,0.0017228
16,109.634,2.13637,1.55856,1.34226,0.46345,0.73913,0.51727,0.18931,2.01997,1.45136,1.3531,0.001703,0.001703,0.001703
17,116.325,2.17695,1.62714,1.34315,0.40309,0.5913,0.43639,0.16526,2.13956,1.68481,1.41517,0.0016832,0.0016832,0.0016832
18,125.116,2.15674,1.53424,1.26974,0.42377,0.68696,0.42292,0.16854,1.84241,1.49901,1.29006,0.0016634,0.0016634,0.0016634
19,131.815,2.10807,1.50878,1.27387,0.51104,0.63478,0.50173,0.17441,2.04076,1.49174,1.35307,0.0016436,0.0016436,0.0016436
20,138.435,2.13177,1.60229,1.29955,0.45936,0.66957,0.55236,0.21881,1.92539,1.44251,1.33107,0.0016238,0.0016238,0.0016238
21,147.299,2.08524,1.52188,1.32807,0.58939,0.6,0.57245,0.21693,1.95675,1.41861,1.35571,0.001604,0.001604,0.001604
22,153.942,2.01654,1.5028,1.24251,0.51708,0.5959,0.54136,0.20962,1.95535,1.51667,1.33067,0.0015842,0.0015842,0.0015842
23,160.663,2.04481,1.53351,1.26371,0.48888,0.63478,0.59289,0.23234,2.03102,1.40053,1.35988,0.0015644,0.0015644,0.0015644
24,169.207,2.0512,1.50149,1.27623,0.54139,0.62609,0.60527,0.22804,1.99763,1.35849,1.3371,0.0015446,0.0015446,0.0015446
25,175.894,2.06235,1.51698,1.27286,0.54347,0.70435,0.60517,0.22779,2.02308,1.44081,1.33611,0.0015248,0.0015248,0.0015248
26,182.535,1.9656,1.42085,1.25393,0.49949,0.63478,0.57321,0.22589,2.01781,1.54699,1.33265,0.001505,0.001505,0.001505
27,189.258,2.05714,1.53308,1.28559,0.46675,0.73913,0.55658,0.23702,2.0324,1.43645,1.37302,0.0014852,0.0014852,0.0014852
28,196.051,1.9944,1.43881,1.26724,0.62066,0.64348,0.61145,0.23187,1.92399,1.46015,1.33839,0.0014654,0.0014654,0.0014654
29,202.826,2.08982,1.54786,1.25745,0.56444,0.64348,0.6002,0.23873,1.95311,1.54421,1.32931,0.0014456,0.0014456,0.0014456
30,209.576,2.02843,1.46519,1.25993,0.51183,0.72174,0.62426,0.23297,1.96782,1.39604,1.34078,0.0014258,0.0014258,0.0014258
31,216.247,2.02252,1.4344,1.26272,0.51693,0.71304,0.6019,0.2334,2.0589,1.41456,1.39124,0.001406,0.001406,0.001406
32,223.014,1.98742,1.40944,1.23615,0.56687,0.66009,0.5857,0.23306,2.1415,1.33348,1.3739,0.0013862,0.0013862,0.0013862
33,229.69,2.05026,1.39908,1.26619,0.62519,0.69622,0.66712,0.25512,2.05837,1.27726,1.36326,0.0013664,0.0013664,0.0013664
34,236.37,2.00622,1.39827,1.23324,0.53681,0.62609,0.53564,0.20189,1.94821,1.50534,1.31138,0.0013466,0.0013466,0.0013466
35,243.146,1.94544,1.39642,1.22687,0.52794,0.66957,0.62154,0.24538,1.95543,1.48552,1.34329,0.0013268,0.0013268,0.0013268
36,249.936,1.99422,1.37142,1.23272,0.49261,0.62609,0.54161,0.20517,2.02242,1.46212,1.34435,0.001307,0.001307,0.001307
37,256.66,1.99322,1.38987,1.22896,0.51175,0.65217,0.58957,0.23813,2.03883,1.35497,1.34605,0.0012872,0.0012872,0.0012872
38,263.629,1.93538,1.3769,1.23381,0.61088,0.66891,0.62559,0.23693,1.97879,1.305,1.32504,0.0012674,0.0012674,0.0012674
39,270.585,1.98392,1.35993,1.24545,0.6155,0.72174,0.65853,0.2547,1.99282,1.3576,1.34762,0.0012476,0.0012476,0.0012476
40,277.35,1.8765,1.33774,1.18594,0.67509,0.52397,0.60729,0.24081,1.9526,1.53459,1.34253,0.0012278,0.0012278,0.0012278
41,286.351,2.01503,1.46072,1.2576,0.57996,0.48026,0.55594,0.21622,1.96569,1.69931,1.33225,0.001208,0.001208,0.001208
42,293.237,1.93063,1.37649,1.23227,0.55886,0.73913,0.64809,0.26844,1.87356,1.33976,1.28267,0.0011882,0.0011882,0.0011882
43,300.166,1.96194,1.30629,1.22453,0.63343,0.62609,0.64724,0.25386,1.99072,1.34051,1.33957,0.0011684,0.0011684,0.0011684
44,307.198,1.90467,1.32073,1.21481,0.6998,0.66957,0.65286,0.24493,2.0317,1.46563,1.36921,0.0011486,0.0011486,0.0011486
45,314.174,1.95294,1.32178,1.25494,0.66609,0.70435,0.66236,0.25639,1.91718,1.44924,1.32407,0.0011288,0.0011288,0.0011288
46,321.553,1.89842,1.27347,1.22675,0.63961,0.66362,0.65218,0.25732,1.90877,1.33642,1.32117,0.001109,0.001109,0.001109
47,330.069,1.93319,1.28898,1.21469,0.63877,0.58261,0.63437,0.24708,1.96453,1.48785,1.3404,0.0010892,0.0010892,0.0010892
48,337.064,1.91609,1.30971,1.22524,0.71414,0.66087,0.69187,0.27948,1.96835,1.50811,1.35032,0.0010694,0.0010694,0.0010694
49,343.957,1.85466,1.19418,1.16508,0.7132,0.64874,0.68537,0.27417,1.93258,1.33416,1.32579,0.0010496,0.0010496,0.0010496
50,350.901,1.97362,1.28499,1.22142,0.68434,0.71304,0.70259,0.28692,1.95409,1.25081,1.31055,0.0010298,0.0010298,0.0010298
51,357.768,1.83251,1.24913,1.18615,0.72311,0.64348,0.67791,0.26256,2.052,1.39425,1.38834,0.00101,0.00101,0.00101
52,364.609,1.85155,1.24456,1.16863,0.61902,0.67826,0.60866,0.24055,1.93621,1.41771,1.35639,0.0009902,0.0009902,0.0009902
53,371.496,1.83347,1.28172,1.17174,0.65223,0.63478,0.65824,0.25554,2.00325,1.38186,1.37512,0.0009704,0.0009704,0.0009704
54,378.459,1.81033,1.22654,1.15942,0.7342,0.62609,0.6764,0.2822,1.90507,1.40845,1.33119,0.0009506,0.0009506,0.0009506
55,385.489,1.81791,1.25952,1.16129,0.64863,0.68696,0.6535,0.27305,1.95099,1.35621,1.34666,0.0009308,0.0009308,0.0009308
56,392.406,1.95645,1.36354,1.20998,0.62748,0.64449,0.67321,0.28145,1.98297,1.3687,1.36423,0.000911,0.000911,0.000911
57,399.37,1.87516,1.31164,1.18318,0.64236,0.73408,0.69123,0.27891,1.9853,1.42128,1.36493,0.0008912,0.0008912,0.0008912
58,406.265,1.8162,1.18592,1.18695,0.7288,0.71304,0.70874,0.2975,1.92468,1.33592,1.36447,0.0008714,0.0008714,0.0008714
59,413.022,1.79757,1.18244,1.16746,0.67959,0.70435,0.7056,0.28707,2.02881,1.34439,1.37971,0.0008516,0.0008516,0.0008516
60,419.833,1.80479,1.1924,1.1547,0.65851,0.68696,0.71925,0.30051,1.94791,1.41858,1.32718,0.0008318,0.0008318,0.0008318
61,426.594,1.74144,1.15856,1.15291,0.72507,0.71304,0.68905,0.29343,1.93377,1.26312,1.31931,0.000812,0.000812,0.000812
62,433.467,1.81022,1.20175,1.16069,0.65352,0.61739,0.65528,0.27473,2.02568,1.4054,1.35357,0.0007922,0.0007922,0.0007922
63,440.376,1.77715,1.19275,1.16795,0.66608,0.64348,0.65761,0.26635,2.07137,1.47519,1.37066,0.0007724,0.0007724,0.0007724
64,447.343,1.76045,1.15894,1.20024,0.73013,0.70435,0.67075,0.27504,2.02325,1.40783,1.37428,0.0007526,0.0007526,0.0007526
65,454.09,1.7878,1.28349,1.1874,0.6853,0.6817,0.66782,0.28182,2.03102,1.43221,1.36207,0.0007328,0.0007328,0.0007328
66,460.9,1.80583,1.14647,1.17111,0.70353,0.66031,0.69281,0.31174,1.93051,1.35145,1.34643,0.000713,0.000713,0.000713
67,467.771,1.75419,1.20146,1.16467,0.77046,0.70435,0.75583,0.31758,1.95173,1.37455,1.34045,0.0006932,0.0006932,0.0006932
68,474.567,1.75523,1.22051,1.13436,0.71013,0.70302,0.72938,0.31137,1.96228,1.32312,1.32275,0.0006734,0.0006734,0.0006734
69,483.492,1.72723,1.15821,1.14856,0.73649,0.68696,0.71793,0.29512,1.98335,1.39969,1.3412,0.0006536,0.0006536,0.0006536
70,490.307,1.68983,1.13343,1.15155,0.7001,0.66087,0.69599,0.27578,2.0292,1.35949,1.37268,0.0006338,0.0006338,0.0006338
71,497.174,1.74828,1.14378,1.14662,0.7397,0.69565,0.73308,0.27972,1.92312,1.22844,1.359,0.000614,0.000614,0.000614
72,504.229,1.77568,1.13934,1.18376,0.77089,0.66957,0.70719,0.26821,1.96612,1.21462,1.36543,0.0005942,0.0005942,0.0005942
73,511.069,1.75717,1.15273,1.16706,0.77048,0.68696,0.76249,0.30376,1.96557,1.24871,1.36433,0.0005744,0.0005744,0.0005744
74,517.958,1.67798,1.11852,1.1172,0.72314,0.63478,0.7661,0.30671,2.06582,1.19661,1.38165,0.0005546,0.0005546,0.0005546
75,524.72,1.73078,1.13194,1.16547,0.70808,0.73043,0.71816,0.29514,1.89473,1.34924,1.3386,0.0005348,0.0005348,0.0005348
76,531.492,1.70328,1.13974,1.14123,0.7169,0.75652,0.76187,0.3012,1.91889,1.25645,1.32989,0.000515,0.000515,0.000515
77,540.454,1.75952,1.16075,1.19228,0.76317,0.67826,0.75234,0.31342,1.87805,1.23076,1.33367,0.0004952,0.0004952,0.0004952
78,547.229,1.71385,1.05429,1.15194,0.74567,0.71385,0.76946,0.32735,1.99951,1.19763,1.37873,0.0004754,0.0004754,0.0004754
79,554.012,1.70199,1.06584,1.14146,0.78457,0.72839,0.76715,0.31204,2.00114,1.15642,1.39067,0.0004556,0.0004556,0.0004556
80,560.848,1.63499,1.06479,1.10895,0.7085,0.66957,0.69914,0.28535,2.02704,1.12522,1.42816,0.0004358,0.0004358,0.0004358
81,567.664,1.61016,1.01179,1.08968,0.74141,0.73043,0.73347,0.29399,2.01768,1.11392,1.41804,0.000416,0.000416,0.000416
82,574.474,1.62462,1.06993,1.11348,0.77261,0.69565,0.74139,0.30896,2.01907,1.09975,1.41322,0.0003962,0.0003962,0.0003962
83,581.379,1.66258,1.04728,1.11734,0.71665,0.73043,0.73321,0.3048,2.07083,1.23015,1.44903,0.0003764,0.0003764,0.0003764
84,588.232,1.66527,1.05798,1.12048,0.75899,0.71304,0.74392,0.29859,2.03897,1.13403,1.4216,0.0003566,0.0003566,0.0003566
85,595.061,1.6119,1.0337,1.10655,0.72021,0.67826,0.70507,0.31097,1.92825,1.23895,1.37925,0.0003368,0.0003368,0.0003368
86,604.141,1.58519,1.02651,1.09114,0.75114,0.65617,0.70864,0.29147,1.97025,1.21193,1.37489,0.000317,0.000317,0.000317
87,610.97,1.67023,1.0445,1.11043,0.78409,0.70435,0.75903,0.29537,1.98385,1.2079,1.36697,0.0002972,0.0002972,0.0002972
88,619.937,1.60546,0.98129,1.09132,0.81893,0.68696,0.75732,0.30854,2.0143,1.22557,1.39233,0.0002774,0.0002774,0.0002774
89,626.681,1.56621,0.97664,1.08417,0.78998,0.71304,0.76128,0.31579,1.98418,1.2328,1.4045,0.0002576,0.0002576,0.0002576
90,633.505,1.5658,1.01551,1.09139,0.72632,0.71542,0.7531,0.32134,1.98927,1.18899,1.40537,0.0002378,0.0002378,0.0002378
91,655.71,1.54692,1.01811,1.11623,0.72457,0.70916,0.73851,0.31169,2.02749,1.19692,1.41649,0.000218,0.000218,0.000218
92,662.085,1.56348,0.99669,1.14167,0.75855,0.683,0.74385,0.3035,2.07318,1.28191,1.42574,0.0001982,0.0001982,0.0001982
93,668.531,1.51412,0.97798,1.11071,0.78493,0.68696,0.74176,0.31849,2.01529,1.26528,1.40721,0.0001784,0.0001784,0.0001784
