epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,1516.37,2.23122,1.2182,1.02637,0.88472,0.85886,0.82067,0.34743,2.02007,0.92948,0.9654,0.0013466,0.0013466,0.0013466
35,1558.79,2.21289,1.17356,1.01742,0.86339,0.8231,0.88611,0.37484,1.93959,0.91855,0.93971,0.0013268,0.0013268,0.0013268
36,1601.29,2.20061,1.17108,1.02314,0.88817,0.88882,0.89978,0.40152,1.96543,0.90663,0.96012,0.001307,0.001307,0.001307
37,1643.5,2.20501,1.17499,1.02422,0.91403,0.91697,0.91849,0.40217,1.88163,0.8837,0.93261,0.0012872,0.0012872,0.0012872
38,1676.83,2.17004,1.15529,1.01557,0.89787,0.88863,0.85193,0.3397,2.0469,0.96631,0.96023,0.0012674,0.0012674,0.0012674
39,1711.88,2.19045,1.17223,1.02712,0.93231,0.91697,0.92691,0.42354,1.87603,0.83833,0.94693,0.0012476,0.0012476,0.0012476
40,1754.22,2.16368,1.14442,1.01969,0.94486,0.91336,0.9443,0.41528,1.88982,0.84934,0.94234,0.0012278,0.0012278,0.0012278
41,1798.56,2.14783,1.14127,1.01865,0.88384,0.85154,0.87272,0.37407,2.07182,0.97018,0.98546,0.001208,0.001208,0.001208
42,1834,2.15204,1.12858,1.02082,0.90977,0.8917,0.89198,0.41039,1.85257,0.86974,0.94262,0.0011882,0.0011882,0.0011882
43,1870.61,2.11883,1.12678,1.00425,0.93315,0.90711,0.9222,0.41999,1.85835,0.85649,0.93809,0.0011684,0.0011684,0.0011684
44,1911.32,2.11813,1.10863,0.99594,0.94058,0.91435,0.93278,0.42776,1.84989,0.8515,0.94521,0.0011486,0.0011486,0.0011486
45,1952.67,2.10892,1.10796,1.00305,0.92462,0.92419,0.92822,0.42212,1.81871,0.83184,0.94304,0.0011288,0.0011288,0.0011288
46,1987.69,2.10507,1.08803,1.00258,0.92687,0.91518,0.94148,0.44037,1.78498,0.83984,0.92897,0.001109,0.001109,0.001109
47,2023.44,2.09799,1.10819,1.00427,0.93376,0.91608,0.92213,0.41391,1.86633,0.81957,0.94735,0.0010892,0.0010892,0.0010892
48,2065.17,2.06241,1.07896,0.99952,0.93513,0.91336,0.9186,0.43444,1.87534,0.83011,0.94588,0.0010694,0.0010694,0.0010694
49,2109.33,2.05218,1.07478,0.99261,0.91008,0.90614,0.9012,0.40053,1.91627,0.85556,0.95333,0.0010496,0.0010496,0.0010496
50,2158.47,2.02795,1.03514,0.99143,0.9448,0.90614,0.93165,0.42848,1.8642,0.81254,0.93733,0.0010298,0.0010298,0.0010298
51,2214.55,2.04602,1.05999,0.99901,0.93789,0.92675,0.93014,0.42137,1.92708,0.80122,0.95943,0.00101,0.00101,0.00101
52,2274.28,2.01803,1.04187,0.99478,0.92696,0.91629,0.90621,0.40061,1.92185,0.81559,0.94745,0.0009902,0.0009902,0.0009902
53,2351.81,2.01691,1.02852,0.97894,0.92908,0.90253,0.9239,0.44772,1.8284,0.78409,0.93742,0.0009704,0.0009704,0.0009704
54,2416.42,2.01152,1.0396,0.98661,0.94756,0.91322,0.93186,0.44391,1.85487,0.786,0.93955,0.0009506,0.0009506,0.0009506
55,2495.56,1.9947,1.02957,0.98757,0.93674,0.90879,0.9051,0.42491,1.87575,0.78836,0.95093,0.0009308,0.0009308,0.0009308
56,2562.65,1.9753,1.01595,0.98398,0.92404,0.90253,0.91214,0.44436,1.83351,0.74808,0.94221,0.000911,0.000911,0.000911
57,2631.55,1.98834,1.0138,0.98138,0.95324,0.93863,0.95005,0.45657,1.84893,0.75726,0.94187,0.0008912,0.0008912,0.0008912
58,2690.19,1.987,0.99714,0.98566,0.94662,0.93502,0.94695,0.44342,1.85969,0.77126,0.945,0.0008714,0.0008714,0.0008714
59,2750.39,2.00256,1.02776,0.97729,0.95513,0.92419,0.94856,0.46579,1.78849,0.75653,0.93516,0.0008516,0.0008516,0.0008516
60,2814.74,1.9625,0.99008,0.9733,0.94501,0.93054,0.93847,0.4438,1.87304,0.76878,0.94617,0.0008318,0.0008318,0.0008318
61,2890.98,1.95784,0.99761,0.97691,0.93084,0.92325,0.92691,0.44941,1.82685,0.73975,0.93193,0.000812,0.000812,0.000812
62,2955.6,1.95424,0.98125,0.97522,0.94887,0.93796,0.95072,0.46204,1.82422,0.7338,0.93815,0.0007922,0.0007922,0.0007922
63,3029.25,1.90577,0.95061,0.96514,0.92716,0.89531,0.91462,0.45009,1.82787,0.75265,0.94438,0.0007724,0.0007724,0.0007724
64,3090.35,1.95888,0.99055,0.97808,0.96648,0.93682,0.9588,0.46616,1.81942,0.74151,0.93099,0.0007526,0.0007526,0.0007526
65,3162.68,1.94008,0.9735,0.97397,0.95166,0.92387,0.93571,0.44851,1.83138,0.74771,0.94294,0.0007328,0.0007328,0.0007328
66,3223.13,1.91477,0.9565,0.96461,0.95145,0.92419,0.94305,0.45513,1.87379,0.74407,0.9427,0.000713,0.000713,0.000713
67,3296.44,1.90041,0.95167,0.95905,0.93992,0.93863,0.94771,0.47354,1.79031,0.73856,0.93029,0.0006932,0.0006932,0.0006932
68,3356.37,1.8937,0.94705,0.95494,0.944,0.93863,0.94623,0.47285,1.79712,0.74752,0.9334,0.0006734,0.0006734,0.0006734
69,3429.63,1.87737,0.94235,0.94864,0.95171,0.92058,0.93926,0.46924,1.83776,0.74661,0.93968,0.0006536,0.0006536,0.0006536
70,3473.01,1.8739,0.94153,0.96355,0.9216,0.92058,0.92095,0.44213,1.83339,0.75144,0.94342,0.0006338,0.0006338,0.0006338
71,3520.66,1.88915,0.9306,0.95812,0.93114,0.92058,0.93623,0.45078,1.84604,0.75098,0.93906,0.000614,0.000614,0.000614
72,3570.95,1.86977,0.94546,0.95633,0.94573,0.94371,0.94896,0.45695,1.84288,0.72332,0.94724,0.0005942,0.0005942,0.0005942
73,3633.5,1.87281,0.94713,0.95927,0.92638,0.90975,0.91472,0.45276,1.83558,0.74578,0.94499,0.0005744,0.0005744,0.0005744
74,3681.78,1.86766,0.9377,0.95742,0.93407,0.92069,0.93337,0.45511,1.83442,0.7439,0.95245,0.0005546,0.0005546,0.0005546
75,3730.95,1.83462,0.92044,0.94738,0.94862,0.93311,0.94191,0.46985,1.80164,0.73451,0.94255,0.0005348,0.0005348,0.0005348
76,3780.28,1.85788,0.92837,0.96131,0.94612,0.95086,0.9536,0.46959,1.80876,0.72715,0.94103,0.000515,0.000515,0.000515
77,3837.31,1.80125,0.90762,0.94113,0.9518,0.92669,0.93703,0.462,1.80222,0.74541,0.9406,0.0004952,0.0004952,0.0004952
78,3899.76,1.80554,0.8948,0.9504,0.95823,0.93863,0.94688,0.46379,1.79641,0.73892,0.93686,0.0004754,0.0004754,0.0004754
79,3965.08,1.80677,0.9033,0.94584,0.96199,0.93502,0.95079,0.46556,1.80455,0.71944,0.9394,0.0004556,0.0004556,0.0004556
80,4030.46,1.81187,0.90619,0.94093,0.94464,0.93502,0.93809,0.47193,1.81126,0.70985,0.94501,0.0004358,0.0004358,0.0004358
81,4096.55,1.80745,0.89553,0.94617,0.96013,0.93863,0.95293,0.47886,1.78708,0.72719,0.93364,0.000416,0.000416,0.000416
82,4166.27,1.75573,0.86836,0.9373,0.95416,0.9278,0.94154,0.46658,1.79093,0.70959,0.9391,0.0003962,0.0003962,0.0003962
83,4251.99,1.80933,0.90261,0.94656,0.95196,0.92993,0.9475,0.4677,1.81551,0.71105,0.94048,0.0003764,0.0003764,0.0003764
84,4316.15,1.78223,0.89058,0.94449,0.9536,0.94585,0.95138,0.47696,1.8284,0.69806,0.95245,0.0003566,0.0003566,0.0003566
85,4386.2,1.79116,0.8837,0.94173,0.94683,0.93141,0.94202,0.47192,1.79664,0.71364,0.94579,0.0003368,0.0003368,0.0003368
86,4444.46,1.73981,0.86051,0.93637,0.95532,0.92619,0.94589,0.47438,1.82133,0.71205,0.94092,0.000317,0.000317,0.000317
87,4504.54,1.76667,0.87049,0.93831,0.93404,0.92023,0.93345,0.47679,1.8109,0.70755,0.94224,0.0002972,0.0002972,0.0002972
88,4570.22,1.75046,0.86001,0.93934,0.94918,0.94389,0.94737,0.47488,1.81182,0.70392,0.9392,0.0002774,0.0002774,0.0002774
89,4661.52,1.75825,0.87188,0.93863,0.95144,0.93863,0.9437,0.47604,1.80979,0.69331,0.94114,0.0002576,0.0002576,0.0002576
90,4724.32,1.72481,0.85261,0.92855,0.94948,0.93141,0.94359,0.4724,1.8121,0.71501,0.94112,0.0002378,0.0002378,0.0002378
91,4815.38,1.70903,0.85992,0.95535,0.94498,0.93014,0.93854,0.45932,1.84726,0.71493,0.94501,0.000218,0.000218,0.000218
92,4896.82,1.6522,0.826,0.94271,0.93392,0.91842,0.93249,0.46625,1.83365,0.70508,0.95004,0.0001982,0.0001982,0.0001982
93,4954.83,1.65754,0.82602,0.94568,0.946,0.93863,0.9411,0.4684,1.81298,0.69113,0.94659,0.0001784,0.0001784,0.0001784
94,5018.64,1.65298,0.83697,0.9369,0.94536,0.93141,0.93678,0.46286,1.81382,0.69007,0.94258,0.0001586,0.0001586,0.0001586
95,5105.06,1.62989,0.82307,0.93231,0.95917,0.93863,0.94783,0.46856,1.82493,0.6975,0.95203,0.0001388,0.0001388,0.0001388
96,5170.43,1.60717,0.8145,0.93654,0.952,0.93072,0.94105,0.47492,1.80913,0.7003,0.94701,0.000119,0.000119,0.000119
97,5236.18,1.61459,0.81773,0.92905,0.95113,0.93141,0.94007,0.4762,1.8104,0.69243,0.94853,9.92e-05,9.92e-05,9.92e-05
98,5328.38,1.60936,0.80756,0.9376,0.94844,0.92972,0.93857,0.47184,1.80916,0.69956,0.94483,7.94e-05,7.94e-05,7.94e-05
1,104.65,2.44222,5.1039,1.09575,0.34244,0.41626,0.24737,0.08803,2.12537,2.87829,1.01936,0.000659498,0.000659498,0.000659498
2,185.453,2.23149,2.47131,1.04534,0.60765,0.58867,0.52785,0.1679,2.40009,1.75371,1.11807,0.00129991,0.00129991,0.00129991
3,283.817,2.19546,1.74351,1.03917,0.56404,0.6214,0.51169,0.17804,2.28423,1.49424,1.0882,0.00191392,0.00191392,0.00191392
4,345.391,2.15925,1.4153,1.03551,0.6174,0.69951,0.60738,0.23487,2.08908,1.32485,0.99709,0.0018812,0.0018812,0.0018812
5,397.218,2.08919,1.28556,1.01665,0.59206,0.65418,0.65096,0.24896,2.12812,1.33577,1.02564,0.0018416,0.0018416,0.0018416
6,449.765,2.12692,1.26188,1.01723,0.69406,0.74874,0.6972,0.25105,2.09262,1.17268,1.01784,0.001802,0.001802,0.001802
7,502.09,2.02146,1.17585,0.99469,0.59111,0.65764,0.61507,0.24611,2.17816,1.38134,1.02653,0.0017624,0.0017624,0.0017624
8,549.666,2.004,1.16647,0.99014,0.73223,0.69951,0.73766,0.30328,1.98158,1.1983,0.97202,0.0017228,0.0017228,0.0017228
9,589.667,1.97649,1.12803,0.98829,0.82318,0.74534,0.81388,0.34763,1.89278,1.0627,0.95586,0.0016832,0.0016832,0.0016832
10,633.856,1.97287,1.10442,0.98607,0.76231,0.73892,0.77887,0.32944,1.86676,1.09626,0.953,0.0016436,0.0016436,0.0016436
11,678.191,1.94813,1.07501,0.97922,0.74318,0.70564,0.77535,0.32245,1.88644,1.08119,0.95542,0.001604,0.001604,0.001604
12,709.805,1.90247,1.06093,0.97076,0.65975,0.64039,0.65037,0.2704,2.08007,1.21108,1.00208,0.0015644,0.0015644,0.0015644
13,749.359,1.91011,1.06151,0.96781,0.74314,0.75369,0.7234,0.28637,1.99807,1.14629,0.98551,0.0015248,0.0015248,0.0015248
14,789.192,1.87924,1.01568,0.96623,0.81646,0.756,0.80487,0.35126,1.87536,1.06776,0.96013,0.0014852,0.0014852,0.0014852
15,828.377,1.85907,0.99144,0.95171,0.85314,0.8202,0.8291,0.3742,1.83737,0.97047,0.95174,0.0014456,0.0014456,0.0014456
16,859.749,1.81121,0.98184,0.94954,0.86266,0.81996,0.86013,0.37805,1.85215,0.9546,0.95419,0.001406,0.001406,0.001406
17,899.142,1.79149,0.93456,0.94834,0.84047,0.80049,0.86623,0.38805,1.81976,0.98404,0.95078,0.0013664,0.0013664,0.0013664
18,936.213,1.81814,0.94896,0.94588,0.86225,0.84799,0.86567,0.37498,1.84476,0.94405,0.94916,0.0013268,0.0013268,0.0013268
19,972.579,1.79095,0.94186,0.9424,0.87772,0.83005,0.86837,0.397,1.85425,0.9241,0.95627,0.0012872,0.0012872,0.0012872
20,1040.77,1.78035,0.91003,0.94387,0.86236,0.867,0.8607,0.36944,1.84475,0.95132,0.95129,0.0012476,0.0012476,0.0012476
21,1076.77,1.76477,0.90261,0.93206,0.83808,0.81034,0.83299,0.37166,1.8748,0.99828,0.95481,0.001208,0.001208,0.001208
22,1115.24,1.73446,0.88792,0.93191,0.89303,0.86365,0.87703,0.41127,1.78652,0.88586,0.94692,0.0011684,0.0011684,0.0011684
23,1151.45,1.73074,0.87006,0.92928,0.85388,0.83744,0.84693,0.4031,1.77335,0.90538,0.94296,0.0011288,0.0011288,0.0011288
24,1181.54,1.70259,0.85013,0.92324,0.88376,0.84271,0.88438,0.42464,1.73853,0.89447,0.93441,0.0010892,0.0010892,0.0010892
25,1217.81,1.72033,0.85197,0.931,0.85754,0.85468,0.8822,0.42641,1.76574,0.89322,0.9399,0.0010496,0.0010496,0.0010496
26,1256.13,1.68375,0.82718,0.92546,0.87603,0.85288,0.89694,0.43195,1.7396,0.87564,0.93521,0.00101,0.00101,0.00101
27,1293.18,1.67447,0.82777,0.91989,0.88505,0.8399,0.85891,0.4191,1.7671,0.86579,0.94071,0.0009704,0.0009704,0.0009704
28,1324.77,1.67144,0.81204,0.92494,0.89202,0.8546,0.88129,0.4257,1.81512,0.86725,0.95354,0.0009308,0.0009308,0.0009308
29,1361.8,1.65812,0.80733,0.92252,0.90897,0.86946,0.87577,0.41264,1.82863,0.83615,0.95495,0.0008912,0.0008912,0.0008912
30,1399.97,1.63458,0.79123,0.91814,0.89852,0.85055,0.90209,0.42986,1.74842,0.83589,0.93784,0.0008516,0.0008516,0.0008516
31,1437.19,1.61789,0.78656,0.91258,0.91717,0.867,0.89561,0.43594,1.76019,0.82059,0.94625,0.000812,0.000812,0.000812
32,1468.6,1.60855,0.76958,0.90783,0.90984,0.8699,0.8948,0.43868,1.77439,0.81759,0.94423,0.0007724,0.0007724,0.0007724
33,1501.44,1.60902,0.7686,0.90949,0.9127,0.87554,0.89479,0.44292,1.76833,0.78963,0.94373,0.0007328,0.0007328,0.0007328
34,1539.83,1.57282,0.74661,0.90246,0.90843,0.88177,0.89902,0.43339,1.81339,0.86268,0.95216,0.0006932,0.0006932,0.0006932
35,1577.34,1.55772,0.72585,0.90324,0.91156,0.86313,0.90837,0.4453,1.74889,0.80454,0.94523,0.0006536,0.0006536,0.0006536
36,1608.99,1.53265,0.7298,0.89464,0.9142,0.87438,0.90047,0.46535,1.73788,0.80389,0.93719,0.000614,0.000614,0.000614
37,1641.38,1.51694,0.70817,0.89855,0.93625,0.88177,0.91836,0.46489,1.74922,0.77651,0.93908,0.0005744,0.0005744,0.0005744
38,1679.63,1.51183,0.70928,0.89312,0.9332,0.88916,0.9143,0.45248,1.76284,0.76999,0.94856,0.0005348,0.0005348,0.0005348
39,1717.44,1.51797,0.70746,0.89816,0.92491,0.87981,0.90216,0.45597,1.73708,0.77173,0.94103,0.0004952,0.0004952,0.0004952
40,1748.57,1.48133,0.68591,0.89838,0.92788,0.88726,0.91097,0.4594,1.73564,0.76104,0.9461,0.0004556,0.0004556,0.0004556
41,1797.83,1.46686,0.67549,0.90704,0.9,0.86946,0.90021,0.4517,1.82245,0.81465,0.95887,0.000416,0.000416,0.000416
42,1833.5,1.44913,0.65746,0.90353,0.92598,0.89655,0.91623,0.46063,1.78723,0.73419,0.95165,0.0003764,0.0003764,0.0003764
43,1868.96,1.41453,0.64769,0.89974,0.92004,0.87851,0.89239,0.45342,1.77409,0.76529,0.94871,0.0003368,0.0003368,0.0003368
44,1898.93,1.3948,0.6316,0.89918,0.90778,0.89712,0.90643,0.45894,1.76678,0.74989,0.94516,0.0002972,0.0002972,0.0002972
45,1929.83,1.39516,0.63329,0.88546,0.90743,0.88177,0.89486,0.45094,1.81193,0.76175,0.959,0.0002576,0.0002576,0.0002576
46,1966.02,1.3715,0.61894,0.89221,0.92651,0.90051,0.91721,0.4676,1.78165,0.74631,0.95215,0.000218,0.000218,0.000218
47,2110.66,1.34163,0.609,0.88438,0.91617,0.89409,0.90867,0.46125,1.77302,0.74678,0.95235,0.0001784,0.0001784,0.0001784
48,2140.9,1.3241,0.59856,0.88114,0.92202,0.90282,0.91773,0.46361,1.79578,0.74654,0.95527,0.0001388,0.0001388,0.0001388
49,2172.66,1.31523,0.59099,0.88275,0.9192,0.90148,0.91581,0.46857,1.7701,0.73155,0.95051,9.92e-05,9.92e-05,9.92e-05
50,2209.44,1.31429,0.58852,0.8805,0.91736,0.89409,0.90759,0.46972,1.77572,0.74172,0.9515,5.96e-05,5.96e-05,5.96e-05
